CAS,HC50,MW,AOH,BCF,BioHL,BP,HL,KM,KOA,LogP,MP,KOC,VP,WS,MoA
107-66-4,1.24E+00,2.32E+00,-1.04E+01,8.28E-01,5.66E-01,2.56E+02,-6.32E+00,-1.06E+00,9.22E+00,1.30E+00,1.21E+00,7.29E-01,-2.31E+00,-1.05E+00,5.00E+00
107-80-2,2.54E+00,2.33E+00,-1.17E+01,2.02E+00,7.81E-01,1.72E+02,-3.35E+00,-1.07E+00,3.91E+00,2.55E+00,2.93E+00,-4.01E+01,4.93E-01,-2.67E+00,1.00E+00
107-87-9,2.79E+00,1.94E+00,-1.14E+01,7.72E-01,6.50E-01,1.01E+02,-4.14E+00,-1.03E+00,3.26E+00,1.28E+00,9.09E-01,-4.20E+01,1.48E+00,-3.27E-01,1.00E+00
108-11-2,2.39E+00,2.01E+00,-1.09E+01,8.28E-01,6.14E-01,1.31E+02,-4.57E+00,-9.80E-01,4.17E+00,1.42E+00,1.69E+00,-7.02E+01,6.54E-01,-8.30E-01,1.00E+00
108-44-1,6.07E-01,2.03E+00,-1.01E+01,9.03E-01,4.81E-01,2.10E+02,-5.73E+00,-8.65E-01,5.91E+00,1.63E+00,1.41E+00,-1.09E+01,-6.49E-01,-7.50E-01,5.00E+00
108-62-3,1.57E+00,2.25E+00,-1.06E+01,5.28E-01,7.89E-01,2.06E+02,-5.81E+00,-2.50E-01,4.31E+00,2.22E+00,3.19E-01,-8.18E+00,-1.20E+00,-2.16E+00,1.00E+00
108-69-0,1.09E+00,2.08E+00,-1.06E+01,8.15E-01,9.72E-01,2.20E+02,-5.71E+00,-9.47E-01,6.48E+00,1.86E+00,1.81E+00,1.88E+00,-8.23E-01,-1.41E+00,5.00E+00
108-84-9,2.06E+00,2.16E+00,-1.10E+01,8.35E-01,6.49E-01,1.48E+02,-3.36E+00,-8.30E-01,3.87E+00,1.84E+00,2.35E+00,-7.48E+01,6.92E-01,-2.03E+00,5.00E+00
108-89-4,2.43E+00,1.97E+00,-1.10E+01,9.62E-01,7.37E-01,1.45E+02,-5.11E+00,-5.16E-01,4.16E+00,1.41E+00,1.24E+00,-3.46E+01,7.85E-01,7.97E-01,2.00E+00
108-99-6,2.25E+00,1.97E+00,-1.10E+01,9.19E-01,5.73E-01,1.45E+02,-5.11E+00,-5.18E-01,4.16E+00,1.41E+00,1.23E+00,-3.49E+01,8.05E-01,8.11E-01,2.00E+00
109-01-3,3.06E+00,2.00E+00,-1.07E+01,3.83E-01,8.57E-01,1.37E+02,-6.33E+00,-8.39E-01,4.62E+00,1.82E+00,-3.88E-01,3.71E+00,1.14E+00,9.03E-01,2.00E+00
109-06-8,2.68E+00,1.97E+00,-1.04E+01,1.11E+00,5.96E-01,1.41E+02,-5.09E+00,-5.17E-01,4.16E+00,1.69E+00,1.20E+00,-3.63E+01,8.79E-01,7.51E-01,2.00E+00
109-07-9,3.05E+00,2.00E+00,-1.05E+01,3.35E-01,7.42E-01,1.54E+02,-6.91E+00,-1.06E+00,7.12E+00,1.08E+00,-1.85E-01,6.28E+01,3.62E-01,6.60E-01,2.00E+00
109-09-1,2.52E+00,2.06E+00,-1.11E+01,1.21E+00,8.51E-01,1.57E+02,-4.41E+00,-8.97E-01,3.95E+00,2.00E+00,1.19E+00,-2.74E+01,5.12E-01,-3.14E-01,2.00E+00
109-21-7,7.63E-01,2.16E+00,-1.10E+01,1.03E+00,6.65E-01,1.69E+02,-3.32E+00,-8.56E-01,4.53E+00,2.04E+00,2.66E+00,-7.69E+01,4.01E-01,-2.19E+00,5.00E+00
109-64-8,-4.82E-02,2.31E+00,-1.21E+01,1.50E+00,8.72E-01,1.57E+02,-3.09E+00,-9.64E-01,3.79E+00,2.15E+00,2.41E+00,-3.76E+01,5.05E-01,-2.11E+00,1.00E+00
109-65-9,1.26E+00,2.14E+00,-1.16E+01,1.16E+00,8.02E-01,9.39E+01,-2.03E+00,-6.70E-01,3.32E+00,2.09E+00,2.79E+00,-1.00E+02,1.66E+00,-2.31E+00,1.00E+00
109-66-0,-3.01E-01,1.86E+00,-1.14E+01,1.56E+00,7.90E-01,3.82E+01,-7.47E-02,-5.09E-01,2.66E+00,1.53E+00,3.23E+00,-1.35E+02,2.52E+00,-3.20E+00,1.00E+00
109-70-6,1.44E+00,2.20E+00,-1.19E+01,8.96E-01,7.03E-01,1.30E+02,-2.84E+00,-1.02E+00,3.59E+00,2.13E+00,2.14E+00,-6.37E+01,9.18E-01,-1.93E+00,1.00E+00
109-75-1,1.96E+00,1.83E+00,-1.07E+01,6.54E-01,6.48E-01,1.20E+02,-4.30E+00,-8.04E-01,2.85E+00,1.04E+00,2.57E-01,-6.57E+01,1.37E+00,-2.21E-01,3.00E+00
109-79-5,2.86E+00,1.96E+00,-1.04E+01,8.51E-01,6.01E-01,9.29E+01,-2.33E+00,-4.35E-01,2.81E+00,1.45E+00,2.18E+00,-1.25E+02,1.73E+00,-2.12E+00,5.00E+00
109-85-3,2.42E+00,1.88E+00,-1.06E+01,1.98E-01,6.15E-01,8.64E+01,-6.35E+00,-1.06E+00,4.10E+00,9.56E-01,-7.04E-01,-4.25E+01,2.52E-01,1.05E+00,5.00E+00
109-87-5,3.54E+00,1.88E+00,-1.12E+01,1.48E-01,8.80E-01,4.73E+01,-3.94E+00,-9.04E-01,2.26E+00,1.05E+00,-2.91E-02,-9.61E+01,2.33E+00,8.54E-01,1.00E+00
110-02-1,2.20E+00,1.93E+00,-1.11E+01,9.27E-01,9.41E-01,8.78E+01,-2.69E+00,-8.64E-01,3.27E+00,1.50E+00,1.75E+00,-4.77E+01,1.68E+00,-1.50E+00,2.00E+00
110-40-7,1.42E-01,2.41E+00,-1.11E+01,1.82E+00,7.54E-01,3.01E+02,-7.05E+00,7.32E-02,7.38E+00,3.09E+00,3.94E+00,-3.82E+00,-3.17E+00,-3.37E+00,5.00E+00
110-43-0,1.82E+00,2.06E+00,-1.09E+01,1.11E+00,6.54E-01,1.48E+02,-3.89E+00,-8.31E-01,3.95E+00,1.60E+00,1.91E+00,-4.16E+01,6.99E-01,-1.43E+00,1.00E+00
110-49-6,1.98E+00,2.07E+00,-1.13E+01,3.40E-01,6.16E-01,1.41E+02,-4.38E+00,-9.77E-01,3.73E+00,1.15E+00,2.42E-01,-6.52E+01,4.52E-01,6.00E-01,1.00E+00
110-50-9,4.74E-01,2.18E+00,-1.04E+01,8.99E-01,5.04E-01,2.06E+02,-7.82E+00,-6.97E-01,4.53E+00,1.75E+00,5.86E-01,2.95E+00,-8.45E-01,-1.08E+00,5.00E+00
110-56-5,1.42E+00,2.10E+00,-1.19E+01,1.02E+00,7.16E-01,1.45E+02,-3.14E+00,-6.51E-01,4.02E+00,2.15E+00,2.35E+00,-5.61E+01,7.87E-01,-1.42E+00,1.00E+00
110-62-3,8.09E-01,1.94E+00,-1.06E+01,7.06E-01,6.48E-01,1.01E+02,-3.96E+00,-1.08E+00,3.10E+00,1.16E+00,1.09E+00,-4.53E+01,1.50E+00,-8.52E-01,3.00E+00
110-73-6,2.87E+00,1.95E+00,-1.05E+01,1.92E-01,6.50E-01,1.70E+02,-7.14E+00,-1.12E+00,6.87E+00,1.07E+00,-6.35E-01,4.50E+01,-1.09E+00,1.06E+00,5.00E+00
110-75-8,2.30E+00,2.03E+00,-1.06E+01,1.01E+00,6.33E-01,1.03E+02,-4.12E+00,-6.25E-01,3.27E+00,1.29E+00,1.08E+00,-7.23E+01,1.57E+00,-1.76E+00,1.00E+00
110-77-0,1.17E+00,2.03E+00,-1.07E+01,5.80E-01,6.56E-01,1.81E+02,-5.71E+00,-8.00E-01,4.90E+00,1.28E+00,1.26E+00,-7.36E+01,-3.08E-01,-5.64E-02,5.00E+00
110-81-6,8.60E-01,2.09E+00,-1.15E+01,1.45E+00,1.82E+00,1.58E+02,-2.70E+00,-4.93E-01,4.44E+00,2.53E+00,2.61E+00,-6.84E+01,5.63E-01,-2.48E+00,3.00E+00
110-95-2,1.57E+00,2.11E+00,-1.09E+01,5.25E-01,6.80E-01,1.46E+02,-4.27E+00,6.02E-01,3.48E+00,1.87E+00,-1.52E+00,-4.70E+01,1.27E+00,-4.55E-02,1.00E+00
110-98-5,3.20E+00,2.13E+00,-1.04E+01,6.13E-01,6.47E-01,2.33E+02,-8.53E+00,-1.09E+00,7.40E+00,1.15E+00,-6.11E-01,6.74E+01,-3.60E+00,6.73E-01,1.00E+00
110-99-6,1.72E+00,2.13E+00,-1.15E+01,6.05E-01,5.65E-01,3.18E+02,-9.24E+00,-1.04E+00,7.39E+00,1.71E+00,-5.99E-01,1.47E+02,-4.79E+00,3.28E-01,5.00E+00
111-13-7,1.35E+00,2.11E+00,-1.09E+01,1.55E+00,6.55E-01,1.68E+02,-3.78E+00,1.43E-01,4.56E+00,1.94E+00,2.40E+00,-1.29E+01,6.61E-02,-2.17E+00,1.00E+00
111-18-2,7.06E-01,2.24E+00,-1.05E+01,7.29E-01,6.36E-01,2.03E+02,-3.87E+00,5.34E-01,5.01E+00,2.48E+00,-1.08E+00,-5.01E+01,-6.06E-01,-9.63E-01,1.00E+00
111-25-1,2.37E-01,2.22E+00,-1.13E+01,2.47E+00,5.75E-01,1.49E+02,-2.13E+00,1.12E-01,3.84E+00,2.40E+00,3.79E+00,-6.81E+01,5.83E-01,-3.66E+00,1.00E+00
1113-38-8,8.40E-01,2.09E+00,-1.23E+01,6.93E-01,9.23E-01,3.18E+02,-9.71E+00,-7.61E-01,6.48E+00,9.25E-01,-8.55E-01,1.42E+02,-3.54E+00,2.80E-01,5.00E+00
111-36-4,7.59E-01,2.00E+00,-1.14E+01,6.82E-01,6.48E-01,1.18E+02,-3.52E+00,-7.18E-01,2.54E+00,1.32E+00,8.02E-01,3.83E+01,1.24E+00,-1.26E+00,3.00E+00
111-47-7,1.04E+00,2.07E+00,-1.07E+01,1.76E+00,7.72E-01,1.41E+02,-2.41E+00,2.26E-01,3.74E+00,2.18E+00,3.48E+00,-1.04E+02,1.04E+00,-2.92E+00,5.00E+00
111-55-7,1.62E+00,2.16E+00,-1.16E+01,3.78E-01,6.16E-01,1.88E+02,-4.93E+00,-8.18E-01,3.87E+00,1.58E+00,4.23E-01,-1.80E+01,-1.07E+00,-2.34E-01,5.00E+00
111-78-4,9.62E-01,2.03E+00,-9.73E+00,2.38E+00,7.50E-01,1.46E+02,-2.11E+00,-4.34E-01,3.73E+00,2.47E+00,3.22E+00,-6.63E+01,3.69E-01,-3.21E+00,1.00E+00
111-83-1,-3.78E-01,2.29E+00,-1.09E+01,2.67E+00,6.76E-01,1.98E+02,-2.22E+00,4.03E-01,4.85E+00,2.56E+00,4.79E+00,-3.53E+01,-4.62E-01,-5.01E+00,1.00E+00
111-91-1,1.98E+00,2.24E+00,-1.06E+01,9.55E-01,6.33E-01,2.09E+02,-4.62E+00,-1.02E+00,4.31E+00,1.86E+00,1.17E+00,-3.14E+01,-7.81E-01,-1.17E+00,1.00E+00
1120-01-0,-4.83E-01,2.54E+00,-1.07E+01,1.35E+00,6.70E-01,3.19E+02,-6.69E+00,-2.47E-01,1.13E+01,3.63E+00,3.52E+00,1.77E+02,-4.99E+00,-2.38E+00,5.00E+00
112-12-9,-1.25E-01,2.23E+00,-1.08E+01,1.27E+00,7.02E-01,2.27E+02,-4.05E+00,5.19E-01,5.79E+00,2.76E+00,4.11E+00,9.91E+00,-1.23E+00,-3.26E+00,1.00E+00
1121-60-4,1.82E+00,2.03E+00,-1.05E+01,5.53E-01,6.50E-01,1.87E+02,-6.79E+00,-7.03E-01,3.97E+00,1.47E+00,4.79E-01,2.90E+01,-3.44E-01,-1.74E+00,3.00E+00
112-18-5,-1.30E+00,2.33E+00,-1.05E+01,3.13E+00,5.91E-01,2.55E+02,-3.16E+00,1.37E+00,6.91E+00,3.43E+00,1.28E+00,-5.77E+00,-2.12E+00,-4.09E+00,1.00E+00
112225-87-3,5.50E-01,2.47E+00,-1.09E+01,1.86E+00,5.62E-01,3.32E+02,-9.23E+00,-1.99E-02,1.11E+01,2.81E+00,2.55E+00,1.89E+02,-6.57E+00,-4.69E+00,5.00E+00
1122-54-9,2.27E+00,2.08E+00,-1.10E+01,6.27E-01,5.71E-01,2.09E+02,-7.43E+00,-7.62E-01,4.31E+00,1.59E+00,5.58E-01,1.84E+01,-3.75E-01,-1.26E+00,5.00E+00
1122-61-8,1.38E+00,2.09E+00,-1.08E+01,8.24E-01,6.13E-01,2.06E+02,-5.06E+00,-8.47E-01,3.84E+00,1.66E+00,4.47E-01,7.90E+01,-1.35E+00,-1.94E+00,2.00E+00
1122-91-4,1.38E+00,2.27E+00,-1.06E+01,1.03E+00,7.27E-01,2.30E+02,-4.27E+00,-5.86E-01,5.05E+00,2.32E+00,2.35E+00,2.70E+01,-1.20E+00,-2.14E+00,3.00E+00
112-29-8,-1.33E-01,2.34E+00,-1.07E+01,2.73E+00,8.10E-01,2.40E+02,-2.91E+00,4.76E-01,5.67E+00,3.04E+00,5.21E+00,-2.06E+01,-1.51E+00,-6.20E+00,1.00E+00
112-36-7,3.52E+00,2.21E+00,-1.06E+01,3.27E-01,7.16E-01,1.82E+02,-4.57E+00,1.33E-01,4.45E+00,1.71E+00,3.37E-01,-3.51E+01,-2.33E-01,5.98E-01,1.00E+00
112-37-8,9.25E-01,2.27E+00,-1.09E+01,8.83E-01,6.99E-01,2.83E+02,-6.92E+00,-4.35E-01,8.42E+00,2.87E+00,4.30E+00,3.22E+01,-2.90E+00,-3.55E+00,1.00E+00
112-52-7,-2.19E+00,2.31E+00,-1.06E+01,2.73E+00,9.07E-01,2.53E+02,-3.07E+00,6.96E-01,6.56E+00,3.27E+00,6.40E+00,-1.02E+01,-1.97E+00,-6.95E+00,5.00E+00
1126-46-1,7.89E-01,2.23E+00,-1.12E+01,7.63E-01,6.57E-01,2.44E+02,-7.06E+00,-4.64E-01,5.05E+00,1.85E+00,2.76E+00,3.85E+01,-1.48E+00,-2.36E+00,5.00E+00
112-70-9,-2.80E-01,2.30E+00,-1.05E+01,3.18E+00,8.97E-01,2.64E+02,-4.68E+00,-2.62E-01,8.81E+00,3.24E+00,4.88E+00,3.10E+01,-3.41E+00,-5.34E+00,1.00E+00
118-44-5,-4.56E-01,2.23E+00,-1.08E+01,2.32E+00,5.28E-01,3.10E+02,-7.15E+00,3.08E-01,9.23E+00,3.05E+00,3.33E+00,9.43E+01,-3.72E+00,-3.21E+00,5.00E+00
118-55-8,-2.26E-01,2.33E+00,-1.10E+01,1.32E+00,7.29E-01,3.25E+02,-8.86E+00,-1.06E+00,8.89E+00,2.87E+00,3.51E+00,6.73E+01,-6.22E+00,-3.23E+00,5.00E+00
118-61-6,9.70E-01,2.22E+00,-1.10E+01,9.42E-01,5.45E-01,2.37E+02,-7.40E+00,-9.46E-01,7.55E+00,2.17E+00,2.50E+00,1.44E+01,-1.66E+00,-1.55E+00,5.00E+00
119-32-4,9.82E-01,2.18E+00,-1.16E+01,6.28E-01,5.51E-01,3.01E+02,-7.30E+00,-8.78E-01,7.59E+00,1.90E+00,1.37E+00,1.06E+02,-4.70E+00,-3.24E+00,5.00E+00
119-33-5,1.22E+00,2.19E+00,-1.18E+01,9.29E-01,5.51E-01,2.52E+02,-4.91E+00,-9.18E-01,6.15E+00,1.97E+00,2.29E+00,4.37E+01,-1.99E+00,-2.32E+00,5.00E+00
1194-02-1,2.04E+00,2.08E+00,-1.22E+01,1.10E+00,8.08E-01,1.89E+02,-5.44E+00,-6.74E-01,3.97E+00,1.83E+00,1.67E+00,1.26E+01,-5.34E-01,-2.23E+00,5.00E+00
119-93-7,2.04E-01,2.33E+00,-1.08E+01,1.63E+00,1.29E+00,3.47E+02,-6.97E+00,-2.90E-01,9.02E+00,3.40E+00,2.30E+00,1.15E+02,-6.80E+00,-2.32E+00,5.00E+00
120-07-0,2.57E+00,2.26E+00,-1.07E+01,3.72E-01,5.52E-01,3.04E+02,-9.20E+00,-5.67E-01,8.08E+00,1.85E+00,7.52E-01,5.96E+01,-4.35E+00,-8.77E-01,5.00E+00
120-21-8,1.08E+00,2.25E+00,-1.06E+01,1.00E+00,6.71E-01,2.67E+02,-6.08E+00,-8.10E-02,6.67E+00,2.30E+00,2.50E+00,3.53E+01,-2.38E+00,-2.05E+00,3.00E+00
120-51-4,5.35E-01,2.33E+00,-1.11E+01,1.56E+00,7.30E-01,3.19E+02,-7.49E+00,-5.19E-01,7.46E+00,2.09E+00,3.85E+00,5.21E+01,-3.57E+00,-3.39E+00,5.00E+00
121-32-4,1.65E+00,2.22E+00,-1.06E+01,6.98E-01,5.48E-01,2.94E+02,-8.71E+00,-1.00E+00,7.77E+00,2.15E+00,1.44E+00,9.08E+01,-5.08E+00,-1.72E+00,1.00E+00
121-46-0,1.36E+00,1.96E+00,-9.92E+00,8.61E-01,1.26E+00,9.61E+01,-2.48E+00,-8.28E-01,3.60E+00,2.10E+00,2.65E+00,-2.24E+01,1.10E+00,-2.42E+00,1.00E+00
121-86-8,5.21E-01,2.23E+00,-1.17E+01,1.97E+00,5.51E-01,2.50E+02,-5.02E+00,-5.50E-01,5.01E+00,2.44E+00,2.90E+00,5.00E+01,-1.26E+00,-3.42E+00,2.00E+00
122-03-2,1.21E+00,2.17E+00,-1.05E+01,1.84E+00,5.71E-01,2.30E+02,-4.05E+00,1.60E-01,5.05E+00,2.02E+00,2.70E+00,-4.18E+00,-3.64E-01,-1.65E+00,3.00E+00
122-79-2,1.50E+00,2.13E+00,-1.10E+01,7.97E-01,6.48E-01,2.00E+02,-7.44E+00,-8.88E-01,4.45E+00,1.88E+00,1.63E+00,-2.31E+01,-4.40E-01,-1.65E+00,5.00E+00
123-15-9,9.73E-01,2.00E+00,-1.05E+01,8.94E-01,6.48E-01,1.18E+02,-3.84E+00,-8.58E-01,3.53E+00,1.39E+00,1.52E+00,-6.21E+01,1.23E+00,-1.21E+00,3.00E+00
123-25-1,1.85E+00,2.24E+00,-1.13E+01,3.46E-01,6.16E-01,2.16E+02,-5.34E+00,-7.08E-01,4.74E+00,1.33E+00,1.14E+00,-1.36E+01,-1.18E+00,-8.71E-01,5.00E+00
123-43-3,2.61E+00,2.15E+00,-1.27E+01,6.67E-01,6.65E-01,3.00E+02,-8.41E+00,-8.86E-01,7.41E+00,6.61E-01,-1.13E+00,9.55E+01,-6.45E+00,4.82E-01,5.00E+00
123-66-0,7.11E-01,2.16E+00,-1.10E+01,9.97E-01,6.66E-01,1.69E+02,-3.32E+00,-8.54E-01,4.53E+00,2.05E+00,2.67E+00,-7.62E+01,4.01E-01,-2.24E+00,5.00E+00
123-92-2,1.77E+00,2.11E+00,-1.10E+01,6.10E-01,6.66E-01,1.38E+02,-3.35E+00,-8.51E-01,3.64E+00,1.54E+00,2.21E+00,-8.57E+01,8.14E-01,-1.83E+00,5.00E+00
123-96-6,1.57E+00,2.11E+00,-1.08E+01,1.38E+00,6.99E-01,1.80E+02,-4.26E+00,-5.25E-01,5.77E+00,1.63E+00,2.78E+00,-4.02E+01,-7.00E-01,-2.02E+00,1.00E+00
124-63-0,8.08E-01,2.06E+00,-1.25E+01,6.37E-01,1.34E+00,1.70E+02,-7.62E+00,-9.79E-01,2.75E+00,1.95E+00,2.44E-01,4.35E+01,-1.27E+00,-7.98E-01,5.00E+00
126-81-8,3.76E+00,2.15E+00,-1.12E+01,6.45E-01,7.25E-01,1.91E+02,-5.75E+00,-1.06E+00,4.74E+00,1.52E+00,1.61E+00,7.56E+01,-8.03E-01,-1.20E+00,1.00E+00
127-07-1,2.26E+00,1.88E+00,-1.26E+01,4.02E-01,7.39E-01,2.65E+02,-7.96E+00,-8.61E-01,6.41E+00,7.47E-01,-1.70E+00,1.40E+02,-6.35E+00,1.07E+00,5.00E+00
127-27-5,-7.96E-01,2.48E+00,-1.01E+01,1.88E+00,1.42E+00,3.48E+02,-8.61E+00,4.28E-01,1.07E+01,3.43E+00,5.06E+00,1.84E+02,-7.10E+00,-3.61E+00,5.00E+00
127-52-6,1.95E+00,2.33E+00,-1.17E+01,3.64E-01,9.13E-01,2.87E+02,-7.63E+00,-7.26E-01,7.41E+00,1.84E+00,1.36E+00,1.20E+02,-4.40E+00,-1.68E+00,5.00E+00
127-66-2,1.75E+00,2.16E+00,-1.04E+01,9.27E-01,5.52E-01,2.18E+02,-6.24E+00,-8.42E-01,6.07E+00,1.74E+00,1.93E+00,4.50E+01,-2.11E+00,-1.57E+00,3.00E+00
127-91-3,-2.44E-01,2.13E+00,-1.01E+01,2.73E+00,6.03E-01,1.59E+02,-1.02E+00,7.05E-01,4.48E+00,3.43E+00,4.24E+00,-3.62E+01,4.14E-01,-4.48E+00,1.00E+00
131-16-8,1.43E-02,2.40E+00,-1.10E+01,1.25E+00,6.36E-01,3.13E+02,-6.95E+00,-3.11E-01,7.38E+00,2.48E+00,3.18E+00,-1.79E-01,-3.95E+00,-3.26E+00,5.00E+00
13150-00-0,9.35E-01,2.62E+00,-1.08E+01,9.11E-01,6.26E-01,3.07E+02,-6.48E+00,2.13E-01,1.05E+01,4.15E+00,4.77E+00,1.20E+02,-4.88E+00,-1.96E+00,5.00E+00
131-79-3,-6.11E-01,2.42E+00,-1.07E+01,2.06E+00,1.32E+00,3.50E+02,-8.58E+00,-6.66E-01,1.06E+01,3.54E+00,2.34E+00,1.20E+02,-9.21E+00,-4.82E+00,3.00E+00
131-91-9,-6.11E-01,2.24E+00,-1.18E+01,1.66E+00,7.26E-01,3.02E+02,-7.81E+00,-1.04E+00,8.50E+00,3.25E+00,2.42E+00,1.22E+02,-5.39E+00,-2.31E+00,5.00E+00
1320-07-6,1.81E+00,2.65E+00,-1.09E+01,1.37E+00,5.25E-01,3.28E+02,-8.93E+00,-7.56E-01,9.33E+00,4.06E+00,4.13E+00,2.00E+02,-1.01E+01,-3.96E+00,5.00E+00
13311-84-7,-9.42E-02,2.44E+00,-1.08E+01,1.95E+00,5.49E-01,3.08E+02,-8.11E+00,-5.96E-01,8.93E+00,2.87E+00,3.37E+00,1.46E+02,-6.76E+00,-3.78E+00,5.00E+00
133-11-9,3.78E-01,2.36E+00,-1.08E+01,1.77E+00,6.18E-01,3.29E+02,-9.84E+00,-9.52E-01,8.38E+00,2.07E+00,3.24E+00,1.57E+02,-8.41E+00,-4.36E+00,5.00E+00
133-32-4,1.71E+00,2.31E+00,-1.09E+01,4.66E-01,5.49E-01,3.14E+02,-8.62E+00,-2.58E-01,8.37E+00,2.30E+00,2.27E+00,1.38E+02,-7.56E+00,-2.66E+00,5.00E+00
135-01-3,1.20E+00,2.13E+00,-1.10E+01,2.72E+00,7.75E-01,1.83E+02,-2.10E+00,3.97E-02,4.59E+00,2.80E+00,4.12E+00,-6.01E+01,8.46E-02,-3.59E+00,1.00E+00
137-19-9,9.93E-01,2.25E+00,-1.08E+01,1.37E+00,9.63E-01,2.59E+02,-6.75E+00,-8.44E-01,7.74E+00,2.80E+00,2.52E+00,1.09E+02,-3.69E+00,-2.31E+00,5.00E+00
137-40-6,3.30E+00,1.98E+00,-1.19E+01,6.22E-01,6.48E-01,1.47E+02,-6.35E+00,-8.50E-01,3.95E+00,1.00E+00,1.31E-01,3.04E+01,5.40E-01,8.31E-01,5.00E+00
138-86-3,1.23E+00,2.13E+00,-9.76E+00,2.53E+00,4.67E-01,1.76E+02,-1.50E+00,6.10E-01,4.31E+00,3.36E+00,4.49E+00,-5.13E+01,1.36E-01,-4.25E+00,1.00E+00
13909-73-4,1.96E+00,2.32E+00,-1.08E+01,7.67E-01,6.65E-01,2.93E+02,-8.51E+00,4.48E-02,6.90E+00,2.25E+00,1.54E+00,2.62E+01,-3.68E+00,-2.01E+00,1.00E+00
13997-73-4,-7.57E-01,2.23E+00,-1.02E+01,1.22E+00,4.65E-01,2.53E+02,-6.67E+00,-9.38E-01,7.73E+00,3.16E+00,2.87E+00,5.43E+01,-2.15E+00,-1.80E+00,5.00E+00
140-38-5,1.33E+00,2.23E+00,-1.09E+01,1.16E+00,5.51E-01,2.52E+02,-8.34E+00,-2.10E-01,8.15E+00,1.76E+00,1.80E+00,2.03E+02,-4.44E+00,-1.14E+00,5.00E+00
14062-34-1,5.96E-01,2.18E+00,-1.10E+01,2.43E-01,6.07E-01,3.09E+02,-9.39E+00,-9.58E-01,7.89E+00,1.97E+00,-7.20E-01,2.19E+02,-5.13E+00,-1.81E+00,5.00E+00
14064-10-9,-1.99E-01,2.29E+00,-1.13E+01,3.61E-01,6.32E-01,2.19E+02,-6.11E+00,-7.84E-01,4.85E+00,1.10E+00,8.69E-01,-2.58E+01,-5.25E-01,-1.60E+00,3.00E+00
14088-71-2,-1.13E-01,2.47E+00,-1.08E+01,3.30E+00,1.13E+00,3.44E+02,-8.83E+00,4.21E-02,1.07E+01,3.79E+00,5.34E+00,8.50E+01,-6.94E+00,-4.85E+00,3.00E+00
140-89-6,1.23E+00,2.20E+00,-1.05E+01,8.89E-01,5.99E-01,1.67E+02,-8.06E+00,-7.93E-01,3.90E+00,1.32E+00,5.90E-01,1.31E+02,-7.32E-01,-1.26E-01,5.00E+00
140-90-9,2.29E-01,2.16E+00,-1.05E+01,8.89E-01,5.99E-01,1.67E+02,-8.06E+00,-7.93E-01,3.90E+00,1.32E+00,5.90E-01,1.31E+02,-7.32E-01,-1.26E-01,5.00E+00
140-93-2,1.15E+00,2.20E+00,-1.05E+01,7.13E-01,8.86E-01,1.84E+02,-7.85E+00,-4.68E-01,3.48E+00,1.69E+00,3.82E-01,6.14E+00,-7.58E-01,-1.03E+00,5.00E+00
141-03-7,3.53E-01,2.36E+00,-1.11E+01,1.84E+00,6.65E-01,2.74E+02,-6.93E+00,-2.13E-01,6.90E+00,2.65E+00,2.98E+00,-2.45E+01,-2.34E+00,-2.86E+00,5.00E+00
141-28-6,9.53E-01,2.31E+00,-1.12E+01,5.10E-01,6.64E-01,2.49E+02,-6.71E+00,-3.44E-01,5.75E+00,2.35E+00,1.65E+00,-1.67E+01,-1.35E+00,-1.48E+00,5.00E+00
141-53-7,3.40E+00,1.83E+00,-1.23E+01,6.47E-01,7.36E-01,1.08E+02,-6.60E+00,-8.50E-01,2.62E+00,7.31E-01,-5.63E-01,1.86E+02,1.68E+00,1.03E+00,5.00E+00
141-91-3,2.29E+00,2.06E+00,-1.07E+01,4.47E-01,6.80E-01,1.44E+02,-6.11E+00,-8.31E-01,4.79E+00,1.45E+00,1.04E+00,-7.25E+01,5.21E-01,6.94E-01,2.00E+00
141-93-5,3.17E-01,2.13E+00,-1.10E+01,2.71E+00,7.60E-01,1.83E+02,-2.09E+00,5.97E-02,4.59E+00,3.29E+00,4.47E+00,-6.01E+01,3.27E-02,-3.62E+00,1.00E+00
1421-14-3,1.19E+00,2.53E+00,-1.05E+01,1.92E+00,6.31E-01,3.46E+02,-8.68E+00,-1.72E-01,1.09E+01,3.32E+00,1.99E+00,8.98E+01,-6.16E+00,-3.15E+00,5.00E+00
142-31-4,3.30E+00,2.37E+00,-1.10E+01,8.03E-01,6.33E-01,2.68E+02,-8.37E+00,-4.96E-01,8.49E+00,2.29E+00,1.42E+00,1.32E+02,-4.58E+00,-9.12E-01,5.00E+00
1423-60-5,1.09E+00,1.83E+00,-1.21E+01,7.01E-01,5.65E-01,8.19E+01,-4.40E+00,-9.67E-01,2.43E+00,1.07E+00,5.41E-01,2.95E+00,2.55E+00,6.01E-01,1.00E+00
142-87-0,2.02E+00,2.42E+00,-1.08E+01,7.21E-01,6.26E-01,2.89E+02,-8.58E+00,-4.62E-01,9.13E+00,2.52E+00,1.65E+00,1.57E+02,-4.56E+00,-6.19E-01,5.00E+00
